phase,epoch,global_epoch,train_loss,val_loss,train_metric,val_metric,train_distill_loss,val_distill_loss,train_cross_distill_loss,val_cross_distill_loss
stage1_gcn_kd,1,1,0.5351678497937261,0.7484611364511343,0.6167707679389268,0.734585354571739,3.35295447524713,0.6057024735670823,4.097771158023757,3.9121451744666467
stage1_gcn_kd,2,2,0.44616138691804846,0.692049686725323,0.7345377901812622,0.7336862990751768,2.928075985032685,0.3331917249239408,4.028239347496811,3.8680804325984073
stage1_gcn_kd,3,3,0.43713834334392937,0.6942520141601562,0.7498598492965831,0.7370664725398997,2.546107545190928,0.12878010823176458,3.98098661461655,3.811629368708684
stage1_gcn_kd,4,4,0.4303334294533243,0.682681523836576,0.7614926120443485,0.7612663148734852,2.2744480055205676,0.07559222899950467,3.9390781947544644,3.794404836801382
stage1_gcn_kd,5,5,0.42451449802943636,0.6218060713547927,0.7761271169394962,0.76396721285239,2.141935076032366,0.0754519380055941,3.9054792754504146,3.7324562072753906
stage1_gcn_kd,6,6,0.42021459462691324,0.619114142197829,0.7835294540579327,0.7587400903471887,2.037828406509088,0.07291098741384652,3.8709919209382972,3.7294464111328125
stage1_gcn_kd,7,7,0.41684960345832667,0.5762049968426044,0.78573447424349,0.7599829360657697,1.9358814784458704,0.06949467383898221,3.8453624491788903,3.6807174682617188
stage1_gcn_kd,8,8,0.41209812553561465,0.5751929649939904,0.7931449515683425,0.7615924695868542,1.8551926904795122,0.06686953397897574,3.8140053262515945,3.652920356163612
stage1_gcn_kd,9,9,0.40931106100277026,0.516594776740441,0.7982322908191776,0.7741133333551908,1.781942250777264,0.07282085143602811,3.7891596580038267,3.628445258507362
stage1_gcn_kd,10,10,0.4075584411621094,0.509888245509221,0.794413847025429,0.7794430951191441,1.697091550243144,0.0693246263724107,3.7666420450015945,3.615817143366887
stage1_gcn_kd,11,11,0.4032778447988082,0.5258168440598708,0.8062574690718117,0.7730907532913629,1.6215124324876435,0.06829409415905292,3.7500859474649233,3.6319236755371094
stage1_gcn_kd,12,12,0.4009089956478197,0.5203486589285043,0.8095095916231999,0.7710207206483584,1.5622113286232462,0.06884810557732216,3.7330736432756697,3.566782437838041
stage1_gcn_kd,13,13,0.3993313458501076,0.5037921758798453,0.811324273864408,0.7805485263146306,1.5040845287089446,0.06784937014946571,3.7199504618742028,3.57296635554387
stage1_gcn_kd,14,14,0.3981387469233299,0.5314863278315618,0.811502222773802,0.7801618193009515,1.450202007682956,0.07516307555712186,3.714048113141741,3.5618497408353367
stage1_gcn_kd,15,15,0.39627172509018255,0.5139328149648813,0.8145311926967773,0.7850923025817105,1.3903930041254784,0.06797199524365939,3.7042715890066966,3.557691133939303
stage1_gcn_kd,16,16,0.3957841834243463,0.4805883260873648,0.8145830984956349,0.7846469534372528,1.3400470967195472,0.06771868008833665,3.6971335897640305,3.5368370643028846
