phase,epoch,global_epoch,train_loss,val_loss,train_metric,val_metric,train_distill_loss,val_distill_loss,train_cross_distill_loss,val_cross_distill_loss
stage1_gcn_kd,1,1,0.661442087621105,0.5434896690504891,0.5858865789695225,0.6452603400249698,1.129797992657642,0.3969927557877132,0.827082599912371,0.7227556535175869
stage1_gcn_kd,2,2,0.47809825989664817,0.3958618002278464,0.639592145662752,0.6869486342886645,0.8226235606232468,0.45244605200631277,0.5962279025389223,0.5139795541763306
stage1_gcn_kd,3,3,0.3735930335764982,0.3007522736276899,0.6669333694423275,0.6971423211725961,0.5684799691852258,0.20087129516260965,0.47810300272338246,0.4761077123028891
stage1_gcn_kd,4,4,0.31725757949206296,0.2539694607257843,0.681247122562047,0.7117811723213979,0.37207652050621653,0.0673825064940112,0.4730481146549692,0.4879282457487924
stage1_gcn_kd,5,5,0.2895295364516122,0.23761976616723196,0.6940513454365268,0.7201391385910095,0.2933082166983157,0.03589802873986108,0.4631481565991227,0.4695575748171125
stage1_gcn_kd,6,6,0.27386017478242214,0.22855861059256963,0.7151536164286311,0.7315791539445429,0.2724008049283709,0.03492871246167591,0.4399803147024038,0.45046826345579966
stage1_gcn_kd,7,7,0.2651748125042234,0.224104819553239,0.7248866165477276,0.7387014383441,0.26296137364543215,0.03376474284699985,0.42190107703208923,0.4371090361050197
stage1_gcn_kd,8,8,0.25774895262961484,0.22152775951794215,0.7410978161473792,0.7468064297704439,0.25841004599113854,0.03187670585300241,0.4088959651333945,0.42559528776577543
stage1_gcn_kd,9,9,0.2537914256052095,0.21958374338490622,0.746238656575973,0.7544093310457973,0.2524100675874827,0.03264852027807917,0.3984731198573599,0.41766772525651114
stage1_gcn_kd,10,10,0.24957292025186578,0.2170317598751613,0.7577208810767354,0.7662748670484326,0.24958675521977094,0.03311416267284325,0.39093347289124314,0.4106150610106332
stage1_gcn_kd,11,11,0.2464364925209357,0.21583321051938192,0.7634331375876157,0.7668789889437634,0.24223857996415118,0.03721320682338306,0.3835156687668392,0.4039415291377476
stage1_gcn_kd,12,12,0.24265506255383396,0.21547902269022806,0.7733981563467744,0.7691390800609738,0.236080564102348,0.03260373643466404,0.37771553044416467,0.39880368539265226
stage1_gcn_kd,13,13,0.24153142072716538,0.21567167341709137,0.7728653052447171,0.7741302894485353,0.23508193146209327,0.03216716141573021,0.3736732352753075,0.39489067452294485
stage1_gcn_kd,14,14,0.2391303026554536,0.21302117833069392,0.7767113527351355,0.7835908721221693,0.22941379127453784,0.035377533574189456,0.36958757529453357,0.39172519530568806
stage1_gcn_kd,15,15,0.23833049529669237,0.21659676943506515,0.7797831851122483,0.7691950777065909,0.22817824263961947,0.03366114837782724,0.36727125304085867,0.38912890212876455
stage1_gcn_kd,16,16,0.23602966903423778,0.2138169024671827,0.7850663103187309,0.7809894066456207,0.2254350443883818,0.031394216631140025,0.3643490380170394,0.3878676933901651
stage1_gcn_kd,17,17,0.23566777091853472,0.21318447589874268,0.7851636222330823,0.7849802745866185,0.22000277376904778,0.030500663444399834,0.3626858336584909,0.38587823510169983
stage1_gcn_kd,18,18,0.23373978448157406,0.21225243168217794,0.7889845021462522,0.7833407577275318,0.21822125479883078,0.03135132709784167,0.3608261042711686,0.3842038597379412
stage1_gcn_kd,19,19,0.2328923508829,0.21502542069980077,0.7915309431884188,0.7779841903189725,0.21417841558553735,0.03084981521325452,0.35929080357356946,0.382613262959889
stage1_gcn_kd,20,20,0.2324869650967267,0.21308976198945725,0.793229122187883,0.7849554430479149,0.21356590943677084,0.029448002044643675,0.3578392759877808,0.38381957582065035
stage1_gcn_kd,21,21,0.2328135939885159,0.21515868604183197,0.790471978556341,0.7805269780363107,0.2077959608666751,0.029296238773635457,0.35742437535402727,0.3813180114541735
stage1_gcn_kd,22,22,0.23024947485145258,0.21510865645749228,0.7972908303020799,0.7805677657941219,0.20885759257540412,0.030180687084794044,0.3570270805942769,0.3812755474022457
stage1_gcn_kd,23,23,0.23018853153501237,0.2129639025245394,0.7978253197300744,0.7863561644972589,0.20636366429377576,0.03210641949304512,0.35561850971105147,0.37892664330346243
stage1_gcn_kd,24,24,0.229376597063882,0.2171207410948617,0.7977277144913226,0.7818069897696703,0.2054268644780529,0.029531028121709824,0.3554090176309858,0.38038005573408945
stage1_gcn_kd,25,25,0.2274507335862335,0.21488820016384125,0.801730334485117,0.7826635744991169,0.20131922984609799,0.03000884024160249,0.3537930183264674,0.3788541044507708
stage1_gcn_kd,26,26,0.22734635977112516,0.2159844126020159,0.8037805042795343,0.780297711894575,0.19979171880653926,0.029550923300640925,0.353244637348214,0.377908285175051
