phase,epoch,global_epoch,train_loss,val_loss,train_metric,val_metric,train_distill_loss,val_distill_loss
stage1_gcn_kd,1,1,0.27417783560801523,0.3684827387332916,0.6897013888581226,0.731670318575845,1.7746315975578464,0.5545129435403007
stage1_gcn_kd,2,2,0.2298700712165054,0.2477200265441622,0.7721335294891584,0.771379726052044,1.5120547523303909,0.6212966697556632
stage1_gcn_kd,3,3,0.22470801247625935,0.32992635667324066,0.7922340756468581,0.7680409531592273,1.352485712693662,0.5501159684998649
stage1_gcn_kd,4,4,0.22397978086860812,0.2978337066514151,0.7909902472556801,0.7410890376848677,1.2578082473910586,0.46670675703457426
stage1_gcn_kd,5,5,0.22119244720254624,0.25915620156696867,0.7981511231857691,0.7769818819614209,1.1932464716385822,0.42716566153935026
stage1_gcn_kd,6,6,0.22080461650478597,0.26335757970809937,0.7964782540049787,0.7696469376372853,1.1154801334653581,0.40695463333811077
stage1_gcn_kd,7,7,0.2201598353531896,0.25478882236140116,0.8039704302529533,0.764512033060378,1.0565545875198987,0.4219755870955331
stage1_gcn_kd,8,8,0.22139712255828234,0.24826366773673467,0.8054297777667051,0.7525213724797416,0.9953004681334203,0.33704982910837444
stage1_gcn_kd,9,9,0.21170083296542264,0.24873743312699453,0.818938027931066,0.7824734220428784,0.9294383696147374,0.26175461070878164
stage1_gcn_kd,10,10,0.20665288518886177,0.2629439277308328,0.8300506885094499,0.7733438456261142,0.8709135079870418,0.21638165627207076
stage1_gcn_kd,11,11,0.20767406967221475,0.23821369239262172,0.8264788980618971,0.7829082277556352,0.8183020985856349,0.19324908511979239
stage1_gcn_kd,12,12,0.2063703658629437,0.2771729443754469,0.8287679425281013,0.7690072635587287,0.7662593795328724,0.15566629809992655
stage1_gcn_kd,13,13,0.20567095614209466,0.2604143960135324,0.83055644261741,0.7810961687116783,0.7223679338182721,0.1243753752538136
stage1_gcn_kd,14,14,0.204428139693883,0.25257538897650583,0.8298692124643533,0.7797354352934516,0.675204332993955,0.11547601968050003
stage1_gcn_kd,15,15,0.20331437946582326,0.2622045597859791,0.8323523070058806,0.772877828176712,0.6391290669538536,0.07629829964467458
stage1_gcn_kd,16,16,0.20259681222390155,0.25556595623493195,0.8362088210614665,0.7700204161907284,0.6126611840968229,0.0714367681315967
stage1_gcn_kd,17,17,0.2038566585706205,0.27037811279296875,0.8324195884565347,0.7653863849428694,0.5930262731046093,0.06688347937805313
stage1_gcn_kd,18,18,0.20007943955003,0.2537428843123572,0.839077156995308,0.7872152199876093,0.5733311395255887,0.047525953501462936
stage1_gcn_kd,19,19,0.1986870881246061,0.2622805918966021,0.8436120654178872,0.7676594426436001,0.5604545182111312,0.04216844428862844
stage1_gcn_kd,20,20,0.19787598963902922,0.2570361111845289,0.84463102787291,0.7813864133906061,0.5485808338437762,0.037674369024378915
stage1_gcn_kd,21,21,0.19829405905032643,0.2697405048779079,0.8443553433075602,0.7731217957531403,0.5418986580809768,0.03756331067000117
stage1_gcn_kd,22,22,0.19666791235914036,0.2587164214679173,0.8451106354521675,0.7820406009480428,0.5336437602432407,0.035222364855664115
stage1_gcn_kd,23,23,0.19575259302343642,0.25977373123168945,0.8468170283516021,0.7774660013376163,0.5267733785570884,0.037792538957936425
stage1_gcn_kd,24,24,0.19357106059181448,0.25737740312303814,0.8504069108029754,0.7799027708659145,0.5241460264945517,0.03444240242242813
stage1_gcn_kd,25,25,0.19467293912050676,0.2661222815513611,0.8509598376238051,0.7803686188817008,0.5201123989358241,0.03314678370952606
stage1_gcn_kd,26,26,0.1934110735143934,0.26507980057171415,0.8525439364030314,0.7802551007140863,0.5155853057394222,0.03210208298904555
stage1_gcn_kd,27,27,0.19309274791454784,0.25897722584860666,0.8527835939170799,0.779867953198147,0.5155075344504142,0.03225782673273768
stage1_gcn_kd,28,28,0.19295729727161173,0.2583898901939392,0.8526096754054806,0.7788825269203189,0.5110385436184552,0.02882593816944531
stage1_gcn_kd,29,29,0.19272837042808533,0.26124862900802065,0.8508551878880217,0.7778285481611761,0.5076701653246977,0.028894262920532907
stage1_gcn_kd,30,30,0.19152134717727193,0.2683435486895697,0.8543357325222637,0.7781866785165742,0.5059063349451337,0.02875165268778801
stage1_gcn_kd,31,31,0.19165620451070825,0.27024630989347187,0.8560074247333289,0.7725939595148135,0.5049937428260336,0.03150796624166625
stage1_gcn_kd,32,32,0.19102583764767161,0.26587956718036104,0.8579348590716468,0.7775395243778117,0.5043946991161424,0.03404507839253971
stage1_gcn_kd,33,33,0.19104864919672207,0.26210004304136547,0.8565653819998661,0.7794401802690376,0.5027618396038912,0.030431421207530156
stage1_gcn_kd,34,34,0.19124720899426206,0.2605413283620562,0.8580047918761222,0.7743869167917202,0.5007462702235397,0.03227055950888565
