phase,epoch,global_epoch,train_loss,val_loss,train_metric,val_metric,train_distill_loss,val_distill_loss,train_cross_distill_loss,val_cross_distill_loss
stage1_gcn_kd,1,1,0.8936118075722143,0.6990896066029867,0.5432358286788392,0.5416454921889704,3.7038461785567436,0.4169619878133138,4.1047515869140625,3.7837721506754556
stage1_gcn_kd,2,2,0.6360515293322111,0.9410085678100586,0.6746835073851563,0.6875439174352218,2.2918785496761926,0.23293272654215494,4.0652526052374585,3.756103515625
stage1_gcn_kd,3,3,0.6049805189433851,0.9793515205383301,0.6973474514685196,0.6711587928979234,1.68906663593493,0.17885412772496542,4.043371903268914,3.734766642252604
stage1_gcn_kd,4,4,0.569843191849558,0.5413924853006998,0.7099741302650509,0.7892088587740762,1.375273955495734,0.16795837879180908,4.030132092927632,3.741998036702474
stage1_gcn_kd,5,5,0.6287436736257452,0.5027266343434652,0.7660255910135131,0.7998635422548466,1.1711308328728927,0.1254164179166158,4.0145203439812915,3.720525105794271
stage1_gcn_kd,6,6,0.5786302968075401,0.46681682268778485,0.7953679873138466,0.7862130623000188,1.008201699507864,0.10550834735234578,4.000709533691406,3.7286341985066733
stage1_gcn_kd,7,7,0.4765586853027344,0.44997382164001465,0.8299138254969137,0.8228684359119143,0.8904857635498047,0.07577321926752727,3.9952573274311267,3.654059727986654
stage1_gcn_kd,8,8,0.523757583216617,0.4744791587193807,0.8285618921242248,0.8637822322604931,0.7950665323357833,0.054051091273625694,4.009997317665501,3.703068415323893
stage1_gcn_kd,9,9,0.45022633201197576,0.4765638510386149,0.8638618879501356,0.833170211431081,0.7177656073319284,0.039358953634897866,3.989676224557977,3.6763703028361
stage1_gcn_kd,10,10,0.422868527864155,0.4357963403065999,0.911063382870346,0.8105825334086203,0.6556926526521382,0.04672736426194509,3.994870236045436,3.6493619283040366
stage1_gcn_kd,11,11,0.44267363297311885,0.4134966532389323,0.878112846692246,0.8696075663466967,0.6040289527491519,0.03736630082130432,3.9683781674033716,3.6650002797444663
stage1_gcn_kd,12,12,0.4735052711085269,0.5008828639984131,0.8803627538331893,0.8050865800865801,0.5662557702315482,0.0363169809182485,3.9708818134508634,3.6360705693562827
stage1_gcn_kd,13,13,0.4752496920133892,0.4964910348256429,0.8626424196329149,0.8710521362695276,0.5359129152799907,0.03593997657299042,3.9635989540501644,3.621365229288737
stage1_gcn_kd,14,14,0.41439904664692123,0.42694095770517987,0.8928324272482231,0.8479562707823578,0.5096242804276315,0.0232572207848231,3.9585406654759456,3.645857493082682
stage1_gcn_kd,15,15,0.39986698251021535,0.42287198702494305,0.9115033121493501,0.8455862977602108,0.4836891575863487,0.025221454600493114,3.9636037726151314,3.625837961832682
stage1_gcn_kd,16,16,0.42820247850920024,0.4344802300135295,0.9014398337750751,0.8760524499654936,0.456597227799265,0.025966187318166096,3.9558474892064144,3.6582794189453125
stage1_gcn_kd,17,17,0.40070172360068873,0.4502503474553426,0.8999880682603992,0.8717548152330761,0.44509471090216385,0.024613305926322937,3.966036746376439,3.6174920399983725
stage1_gcn_kd,18,18,0.37861716119866623,0.4133121172587077,0.9345374618729658,0.8626435159043855,0.4173238402918765,0.02488526205221812,3.9536550421463814,3.638695398966471
stage1_gcn_kd,19,19,0.39420617254156815,0.41934820016225177,0.9257257976405432,0.8817507371855198,0.4026563042088559,0.021589433153470356,3.939876355622944,3.612542470296224
stage1_gcn_kd,20,20,0.38519914526688426,0.4117879867553711,0.9276128403445528,0.8889139845661584,0.39714948754561574,0.018164032449324925,3.9313398662366366,3.615600903828939
stage1_gcn_kd,21,21,0.3707460604215923,0.4020419915517171,0.9434836539206912,0.8889375117635987,0.3853076382687217,0.017961048831542332,3.9447712145353617,3.657198905944824
stage1_gcn_kd,22,22,0.37370729446411133,0.38000329335530597,0.9296386013031237,0.8975092540309932,0.3721711510106137,0.023720331490039825,3.942628960860403,3.602537155151367
stage1_gcn_kd,23,23,0.3636000532852976,0.41065247853597003,0.9443548719218255,0.9051163812033377,0.36712807103207235,0.022194668650627136,3.925494545384457,3.602696100870768
stage1_gcn_kd,24,24,0.36754946959646123,0.4398042360941569,0.9319433462614684,0.8615957713783801,0.36280970824392217,0.0224134624004364,3.918834083958676,3.637350082397461
stage1_gcn_kd,25,25,0.3761274438155325,0.4000289837519328,0.9209703622359191,0.8857629085889955,0.357500201777408,0.02176579087972641,3.9331335770456413,3.6447626749674478
stage1_gcn_kd,26,26,0.3630734493857936,0.4046872059504191,0.9401047840639816,0.8797148503670242,0.3541589787131862,0.020367639760176342,3.9246191727487663,3.597822825113932
stage1_gcn_kd,27,27,0.3552801734522769,0.38893548647562665,0.9481359335408068,0.9165255034820252,0.3457009415877493,0.02128508687019348,3.9285716006630347,3.6299146016438804
stage1_gcn_kd,28,28,0.3598233524121736,0.3985310395558675,0.939874952368257,0.9071005081874647,0.33738921817980316,0.021364631752173107,3.9076610364412008,3.610989252726237
stage1_gcn_kd,29,29,0.3509054936860737,0.3962237437566121,0.9511090905890832,0.909180312441182,0.33287188881321955,0.02213866263628006,3.9054581491570723,3.6180636088053384
stage1_gcn_kd,30,30,0.3543058194612202,0.40453775723775226,0.9438350977996779,0.8785839764100634,0.3258933519062243,0.017507771650950115,3.9042559171977795,3.605515797932943
stage1_gcn_kd,31,31,0.34424023879201787,0.4024444818496704,0.9578810375939242,0.9042474433778782,0.32694535506399053,0.016367238014936447,3.907412478798314,3.6307252248128257
stage1_gcn_kd,32,32,0.3472426314102976,0.4066670735677083,0.9540314939834448,0.8984613212874082,0.32837782408061783,0.01727946847677231,3.9061600534539473,3.6027755737304688
stage1_gcn_kd,33,33,0.3643180445620888,0.4094219207763672,0.9405498251595243,0.8994494635798984,0.31972149798744603,0.01925268645087878,3.905716745476974,3.6028359731038413
stage1_gcn_kd,34,34,0.3456109699450041,0.3748185634613037,0.9563452824810016,0.9258391367087019,0.3230860107823422,0.021945873896280926,3.9076766967773438,3.597266515096029
stage1_gcn_kd,35,35,0.33805390408164576,0.40018169085184735,0.9614360400666393,0.8912431771127423,0.3158669722707648,0.020193231602509815,3.89845115260074,3.5993191401163735
stage1_gcn_kd,36,36,0.3443127431367573,0.4207264582316081,0.9534845868392317,0.8774531024531024,0.3113824693780196,0.02248297135035197,3.8923982319078947,3.604017893473307
stage1_gcn_kd,37,37,0.3434894461380808,0.41740206877390545,0.9552078975305357,0.8989177489177489,0.30795175150821086,0.0203530415892601,3.8926925659179688,3.5985142389933267
stage1_gcn_kd,38,38,0.3460058914987664,0.41714779535929364,0.9543487757319611,0.8961242863416776,0.3032343262120297,0.020846640070279438,3.9001191791735197,3.6039117177327475
stage1_gcn_kd,39,39,0.3402263741744192,0.4148826599121094,0.9573294264243695,0.8824847857456553,0.30493974685668945,0.017874521513779957,3.897304334138569,3.603020985921224
stage1_gcn_kd,40,40,0.33421112361707184,0.3963176409403483,0.9626183344653386,0.8963187778405171,0.2971527199996145,0.017754601935545605,3.896167152806332,3.5825538635253906
stage1_gcn_kd,41,41,0.34625623100682307,0.3929179906845093,0.9496856939730962,0.9037235711148754,0.2972112705833034,0.01780681808789571,3.8940606368215462,3.5783697764078775
stage1_gcn_kd,42,42,0.32653133492720754,0.39242227872212726,0.9719049129029174,0.9060213940648724,0.29634156980012594,0.016019439945618313,3.883433693333676,3.590675671895345
stage1_gcn_kd,43,43,0.33760517521908406,0.41976674397786456,0.9559912052711244,0.8978903946295251,0.29522489246569183,0.015969627847274143,3.879958704898232,3.5892677307128906
stage1_gcn_kd,44,44,0.33340815493935033,0.3877791961034139,0.9591141890369953,0.9240855762594893,0.2922383609570955,0.01651126891374588,3.870943169844778,3.573092460632324
stage1_gcn_kd,45,45,0.3325692227012233,0.41316930452982586,0.9623259149959249,0.9037674885500973,0.2927650150499846,0.01765576998392741,3.880305240028783,3.579662322998047
stage1_gcn_kd,46,46,0.3349474103827226,0.3941839933395386,0.9576734285948958,0.9165615785181003,0.2927790190044202,0.018961561222871143,3.877408880936472,3.5831448237101235
stage1_gcn_kd,47,47,0.3284131853204024,0.38001473744710285,0.9658340921711976,0.9209423426814731,0.291277709760164,0.01592700183391571,3.8732737491005347,3.5832335154215493
stage1_gcn_kd,48,48,0.3362228242974532,0.42087244987487793,0.9589980570288296,0.891564715477759,0.2880627230594033,0.01699588696161906,3.86674660130551,3.57938289642334
stage1_gcn_kd,49,49,0.33332516017713043,0.3914228280385335,0.9611328165349329,0.9282640065248761,0.28871742047761617,0.02039145181576411,3.870599445543791,3.552232106526693
stage1_gcn_kd,50,50,0.32672365088211863,0.42115243275960285,0.9633108331655043,0.9051602986385595,0.2900420239097194,0.016108388702074688,3.8658214368318258,3.573701858520508
stage1_gcn_kd,51,51,0.3245904320164731,0.4290519555409749,0.9681654007827667,0.8919019386410691,0.2903495336833753,0.017651888231436413,3.8527089169150903,3.5872065226236978
stage1_gcn_kd,52,52,0.3303129547520688,0.43548138936360675,0.960002616019,0.9080729656816613,0.2838690155430844,0.01984390616416931,3.8589039852744653,3.5723374684651694
stage1_gcn_kd,53,53,0.3337003055371736,0.43566226959228516,0.9597355214408725,0.8975766986636552,0.28745749122218084,0.016825757920742035,3.865938287032278,3.5760205586751304
stage1_gcn_kd,54,54,0.324930140846654,0.42354826132456463,0.9693945733763514,0.9115534224229876,0.287909934395238,0.018135438362757366,3.867244921232525,3.5764967600504556
stage1_gcn_kd,55,55,0.33117956864206416,0.44304804007212323,0.9612710683302239,0.8953980801806889,0.2891279521741365,0.017548101643721264,3.8706918013723275,3.5871734619140625
