phase,epoch,global_epoch,train_loss,val_loss,train_metric,val_metric,train_distill_loss,val_distill_loss,train_cross_distill_loss,val_cross_distill_loss
stage1_gcn_kd,1,1,1.0791617499457464,1.0129551887512207,0.5208283875867478,0.5612159472078805,2.3222327762179904,0.24800666173299155,4.107287089029948,3.58784548441569
stage1_gcn_kd,2,2,1.0136586295233831,1.0505481561024983,0.5444853890794475,0.5801813620377034,2.125038358900282,0.3177200158437093,4.044092390272352,3.52932071685791
stage1_gcn_kd,3,3,0.969980345831977,1.0180171330769856,0.5602634721391168,0.5869818559262115,2.051536136203342,0.39207136631011963,4.001151614718967,3.516000747680664
stage1_gcn_kd,4,4,0.9450640148586698,1.0054819583892822,0.569918335922903,0.5906588773264019,1.9777486589219835,0.48917555809020996,3.9739761352539062,3.441182772318522
stage1_gcn_kd,5,5,0.9274774127536349,1.0120533307393391,0.5791561217081282,0.6057201155249484,1.939400143093533,0.486301064491272,3.9408166673448353,3.4243427912394204
stage1_gcn_kd,6,6,0.916817135281033,1.0055193106333415,0.588985112851107,0.6107957249374548,1.8730061848958333,0.4096449613571167,3.9087515936957464,3.410742441813151
stage1_gcn_kd,7,7,0.9094598558213975,1.0215024948120117,0.6010690513658588,0.6145938059723777,1.9100138346354167,0.36953290303548175,3.896195305718316,3.4097201029459634
stage1_gcn_kd,8,8,0.9050877888997396,0.9894641240437826,0.6004276146122494,0.6316746468674218,1.7829727596706815,0.33496952056884766,3.8803460862901478,3.3688478469848633
stage1_gcn_kd,9,9,0.9027983347574869,1.019851843516032,0.601743236493855,0.6298885586732547,1.7732729381985135,0.2988607883453369,3.8574956258138022,3.3945274353027344
stage1_gcn_kd,10,10,0.8986975351969401,0.9980525175730387,0.6113123796832279,0.6379794386849481,1.7552625868055556,0.26518277327219647,3.851251390245226,3.370506922403971
stage1_gcn_kd,11,11,0.892030398050944,1.0098473230997722,0.6217606899999912,0.6340285793451097,1.6669607162475586,0.24607813358306885,3.818007151285807,3.3564240137736
stage1_gcn_kd,12,12,0.8894623650444878,0.9988907972971598,0.6193290104933671,0.6424676960487355,1.6277456283569336,0.19109614690144858,3.797308603922526,3.351802190144857
stage1_gcn_kd,13,13,0.885770320892334,1.0099844932556152,0.6256321769658778,0.6390682486869251,1.6104797787136502,0.16111611326535544,3.775639851888021,3.3671976725260415
stage1_gcn_kd,14,14,0.8836987283494737,0.9809207916259766,0.62010748691038,0.6397086124869417,1.5964233610365126,0.12347960472106934,3.7520086500379772,3.322303136189779
stage1_gcn_kd,15,15,0.8784229490492079,1.0051538944244385,0.6286086453941521,0.6263972367975469,1.5593947304619684,0.10110535224278767,3.725211673312717,3.300567626953125
stage1_gcn_kd,16,16,0.8757815890842013,0.9860197703043619,0.6330708143416766,0.6337868699095368,1.5717464023166232,0.09277557333310445,3.713123745388455,3.296656926472982
stage1_gcn_kd,17,17,0.8713784217834473,0.9858991305033366,0.6353750342446077,0.6384759264666546,1.5017322964138455,0.06644612550735474,3.6750704447428384,3.2807019551595054
stage1_gcn_kd,18,18,0.870199998219808,0.9890111287434896,0.6326163778695899,0.6447676114511649,1.5542695787217882,0.0680625041325887,3.6522839864095054,3.296933174133301
stage1_gcn_kd,19,19,0.8652146657307943,0.9739386240641276,0.6365620411353748,0.6481016846974746,1.5407896041870117,0.07510481278101604,3.6203409830729165,3.2498677571614585
stage1_gcn_kd,20,20,0.8607774310641818,0.9817350705464681,0.6423123750641643,0.6423096958071525,1.512357817755805,0.05935955047607422,3.5882055494520397,3.224093755086263
stage1_gcn_kd,21,21,0.8610285653008355,0.9618106683095297,0.6404176030820943,0.6395485590240981,1.4918638865152996,0.0560742715994517,3.588700612386068,3.2272364298502603
stage1_gcn_kd,22,22,0.857135984632704,0.9756270249684652,0.6428788579939622,0.6449298191364252,1.4957482020060222,0.04368232190608978,3.5497828589545355,3.234889030456543
