phase,epoch,global_epoch,train_loss,val_loss,train_metric,val_metric,train_distill_loss,val_distill_loss,train_cross_distill_loss,val_cross_distill_loss
stage1_gcn_kd,1,1,1.095114414508526,0.8287780284881592,0.6427816656904953,0.8050267697798928,2.9448456397423377,0.33606916666030884,4.826096461369441,4.603719234466553
stage1_gcn_kd,2,2,0.9912310380202073,1.0124320983886719,0.7599665082652529,0.8825104104699584,2.5901580223670373,0.25199374556541443,4.7967083270733175,4.6065497398376465
stage1_gcn_kd,3,3,0.9702017857478216,0.8661272525787354,0.7778515776740553,0.8973825104104699,2.3810448279747596,0.23491865396499634,4.764920454758864,4.611207485198975
stage1_gcn_kd,4,4,0.956666139455942,0.7712241411209106,0.7890544019289951,0.8942593694229626,2.2470773550180287,0.33157581090927124,4.7495246300330525,4.58814811706543
stage1_gcn_kd,5,5,0.9388452676626352,0.7395999431610107,0.8052829991204394,0.9122546103509815,2.1376237135667067,0.39100193977355957,4.731565915621244,4.569302558898926
stage1_gcn_kd,6,6,0.9334086638230544,0.7579818964004517,0.8129202820229492,0.8914336704342654,2.0284702594463644,0.3714655339717865,4.716832674466646,4.566407680511475
stage1_gcn_kd,7,7,0.9238257041344275,0.7276160717010498,0.8138531798027128,0.9119571683521713,1.9074312356802134,0.31905293464660645,4.700709416316106,4.536513328552246
stage1_gcn_kd,8,8,0.9071050790640024,0.7272896766662598,0.8311143046338956,0.8960440214158238,1.7810905163104718,0.2462255209684372,4.683832315298227,4.5330023765563965
stage1_gcn_kd,9,9,0.9062117063082181,0.7261226177215576,0.8233552519025278,0.8942593694229626,1.6675316737248347,0.1673566699028015,4.668532444880559,4.528066635131836
stage1_gcn_kd,10,10,0.8946069570688101,0.7034196853637695,0.8369290655524224,0.9071980963712076,1.5661427424504206,0.13055795431137085,4.655228541447566,4.510250091552734
stage1_gcn_kd,11,11,0.8894205826979417,0.7011598944664001,0.8361239757748485,0.9043723973825104,1.4882221221923828,0.09303776919841766,4.646484961876502,4.4964447021484375
stage1_gcn_kd,12,12,0.8764454768254206,0.6887679100036621,0.8478219302429962,0.9220701963117193,1.4280878213735728,0.07273988425731659,4.632925473726713,4.487322807312012
stage1_gcn_kd,13,13,0.8680838804978591,0.6674057245254517,0.8551251008878127,0.938429506246282,1.3840139829195464,0.06426346302032471,4.621864905724158,4.4936370849609375
stage1_gcn_kd,14,14,0.8751329275277945,0.7179077863693237,0.8431745495019514,0.8981261154074955,1.3537128155048077,0.05878331512212753,4.619924985445463,4.486209869384766
stage1_gcn_kd,15,15,0.8606845415555514,0.6594744920730591,0.8583021864225635,0.9341165972635336,1.3289527893066406,0.05159936472773552,4.611785301795373,4.4695916175842285
stage1_gcn_kd,16,16,0.8696843660794772,0.6928191781044006,0.8499936599180016,0.9177572873289708,1.3012444422795222,0.050923533737659454,4.599376971905048,4.451310634613037
stage1_gcn_kd,17,17,0.8625460404616135,0.6804658770561218,0.8544719718057561,0.9244497323022012,1.283378160916842,0.05634777247905731,4.600514632004958,4.451784610748291
stage1_gcn_kd,18,18,0.8551953389094427,0.6570741534233093,0.8603591908042646,0.9422962522308149,1.2599496107835035,0.04767696559429169,4.594151716965896,4.468003749847412
