phase,epoch,global_epoch,train_loss,val_loss,train_metric,val_metric,train_distill_loss,val_distill_loss
stage1_gcn_kd,1,1,0.26408504056079046,0.22193238253776842,0.7044488415623956,0.7587425937184094,1.5296571716970326,0.6045246766163752
stage1_gcn_kd,2,2,0.22426048270901855,0.22890195135886854,0.7730333672563946,0.7487149646890773,0.8012955176587008,0.13679668192680067
stage1_gcn_kd,3,3,0.21418902536436002,0.22535969431583697,0.8030715934554012,0.7817509041492873,0.607245215347835,0.11270122631238057
stage1_gcn_kd,4,4,0.21063449036101906,0.22976417954151446,0.8083141193910097,0.7595140819128184,0.5721440278753942,0.10452523598304161
stage1_gcn_kd,5,5,0.20464101639025065,0.21962420069254363,0.8217984603413563,0.771743347121583,0.5580417386123112,0.1098382048881971
stage1_gcn_kd,6,6,0.20187240945441381,0.21083439886569977,0.8308433019806573,0.7791157663363122,0.53587022697439,0.1111580586204162
stage1_gcn_kd,7,7,0.20022933580437485,0.23334322640529045,0.8334246230128901,0.7698299187557186,0.5161456931002286,0.09316661151555869
stage1_gcn_kd,8,8,0.19572119445216898,0.22630274868928468,0.8433488666235188,0.7772971608615203,0.5072999797305282,0.10924695833371235
stage1_gcn_kd,9,9,0.19359087548693832,0.228921482196221,0.8469725648028001,0.773279034685246,0.4921466881523327,0.10395612338414559
stage1_gcn_kd,10,10,0.19053093541641625,0.23811675378909478,0.8555298717342229,0.7715239332143988,0.48609061934510056,0.11061134991737512
stage1_gcn_kd,11,11,0.18704266192353503,0.2381753119138571,0.8596473960020502,0.7639761109411908,0.47199006469882265,0.10610957615650617
stage1_gcn_kd,12,12,0.1863922983103869,0.2452191011263774,0.8648936162825107,0.7698491371116051,0.4640097843140972,0.09917386621236801
stage1_gcn_kd,13,13,0.17423129727949901,0.24571490517029396,0.8857657106161742,0.773825627776822,0.45328830212962873,0.08427645094119586
stage1_gcn_kd,14,14,0.17109034719819927,0.2578483625100209,0.8892018673428875,0.7664888069869153,0.4414909536741218,0.09060176748495835
stage1_gcn_kd,15,15,0.16878186668060263,0.2564335557130667,0.893063423645719,0.7743469596118148,0.43870387059085225,0.08948927487318332
stage1_gcn_kd,16,16,0.16709121978100466,0.2675305100587698,0.895848618088892,0.756931060648944,0.4300824279079632,0.07599987318882576
stage1_gcn_kd,17,17,0.1644532201545579,0.26004560406391436,0.9000434669000131,0.7619716897219112,0.42793573165426446,0.07853169108812626
stage1_gcn_kd,18,18,0.16314432549537444,0.2691921362510094,0.9028956893533241,0.7643740918279875,0.424306861295992,0.087461368395732
stage1_gcn_kd,19,19,0.157339445562387,0.272909762767645,0.910755075620666,0.7649809400119132,0.42180421096938,0.07915760863285798
stage1_gcn_kd,20,20,0.1527772920624334,0.2809793639641542,0.9181831320713446,0.75082114008683,0.4193175909470539,0.0803145720408513
stage1_gcn_kd,21,21,0.15218937967200669,0.2948809667275502,0.9184832025118889,0.7502800797571637,0.4151260670350522,0.07958686237151806
stage1_gcn_kd,22,22,0.14839662695113492,0.29088719991537243,0.9225614858373016,0.7508982375369317,0.41262679592687257,0.08310115853181252
stage1_gcn_kd,23,23,0.15093929731116004,0.29715904134970444,0.9215791703031243,0.7550084501775144,0.4123718136427354,0.07652979859938988
stage1_gcn_kd,24,24,0.1475308965511468,0.29918533105116624,0.9248846068966731,0.7549047685341765,0.4103865012222407,0.07851025519462732
stage1_gcn_kd,25,25,0.14278561188554278,0.296940253331111,0.9298315247042416,0.752833284840149,0.40750089895968533,0.07298098905728413
stage1_gcn_kd,26,26,0.14235022109077902,0.3132744706594027,0.9315289294183414,0.7517239027520571,0.40785098319150964,0.07670787836496647
stage1_gcn_kd,27,27,0.14270757214755428,0.3035641862795903,0.9304004758461808,0.7517835577428976,0.40271354846808377,0.07537937995332938
stage1_gcn_kd,28,28,0.14131016869630134,0.30861070637519544,0.9312492039094686,0.7530686895074972,0.40418756190611393,0.07031365025501984
stage1_gcn_kd,29,29,0.14170264346258982,0.30548208149579853,0.9308945215138964,0.7522597352466905,0.4028252709885033,0.07410796789022592
stage1_gcn_kd,30,30,0.1406225813742803,0.3199355418865497,0.9333745478262684,0.7450512895099125,0.40096419623919893,0.07477787939401773
stage1_gcn_kd,31,31,0.1380108128092727,0.318425877736165,0.9366183029202592,0.747282777180705,0.4056183604561553,0.07527390237037952
stage1_gcn_kd,32,32,0.13787732531829755,0.33001395142995393,0.9371747500485051,0.7396045964886659,0.40091758479877393,0.07664454785677102
stage1_gcn_kd,33,33,0.13711648875353288,0.31950960938747114,0.9371984497681086,0.748208101020411,0.4028639011845297,0.07477525335091811
stage1_gcn_kd,34,34,0.13666802621921714,0.31980266250096834,0.936805508549989,0.744912108042555,0.40252290088303233,0.07421368532455884
stage1_gcn_kd,35,35,0.13591060407307684,0.3191700004614316,0.938264782241271,0.7499038873012317,0.40418484290035406,0.07550852229961982
stage1_gcn_kd,36,36,0.1366755847572064,0.3143843217537953,0.9374237325747758,0.7490974623942831,0.40029809912856745,0.07672086243446057
stage1_gcn_kd,37,37,0.13399524355725367,0.31860674917697906,0.9396011584650316,0.7515273730446564,0.40072379033176264,0.07677907783251542
stage1_gcn_kd,38,38,0.13477434879358935,0.3198621066717001,0.93970945701018,0.746628354347817,0.4020395139042212,0.07803738117218018
